sourceText,text,level,part,translation,exampleJa,exampleEn,status,issues,notes
,ideal,1,2,理想的な / 理想の,,This room is ideal for meetings.,ready,,existing_only
,identify,1,2,(正体を)特定する,,The police identified the suspect.,ready,,existing_only
,ignore,1,2,(意図的に)無視する,,Please do not ignore the warning signs.,ready,,existing_only
,immediate,1,2,(時間を置かず)即時の,,The patient needs immediate care.,ready,,existing_only
,impact,1,2,影響 / 衝撃,,The decision had a big impact.,ready,,existing_only
,include,1,2,(一部として)含む,,The price includes breakfast.,ready,,existing_only
,increase,1,2,増加する,,The company increased wages this year.,ready,,existing_only
,individual,1,2,個人 / 個々の人,,Each individual has different needs.,ready,,existing_only
,infer,1,2,(情報から)推測する,,"From his tone, I inferred that he was upset.",ready,,existing_only
,influence,1,2,(人の考えや行動に)影響を与える,,Friends can strongly influence teenagers.,ready,,existing_only
,initial,1,2,最初の / 初期の,,The initial response was positive.,ready,,existing_only
,insist,1,2,(強く)主張する,,She insisted on paying the bill.,ready,,existing_only
,install,1,2,(設備やソフトを)設置する,,They installed solar panels on the roof.,ready,,existing_only
,internal,1,2,(組織の)内部の,,The report found internal problems.,ready,,existing_only
,interval,1,2,(時間や距離の)間隔,,The buses arrive at 15-minute intervals.,ready,,existing_only
,issue,1,2,(社会的な)問題,,Water safety is a major issue.,ready,,existing_only
,journal,1,2,(研究論文などを載せる)学術誌 / 専門誌,,She published the article in a journal.,ready,,existing_only
,justify,1,2,(理由を示して)正当化する,,Nothing can justify such violence.,ready,,existing_only
,labor,1,2,(肉体・精神の)労働,,The job requires physical labor.,ready,,existing_only
,launch,1,2,(事業や商品を)開始する / 打ち上げる,,The company launched a new service.,ready,,existing_only
,legal,1,2,(法律上)合法の,,You should get legal advice.,ready,,existing_only
,liberal,1,2,自由主義の / 寛大な,,She takes a more liberal view on education.,ready,,existing_only
,limit,1,2,(範囲や量を)制限する,,Parents often limit screen time before bed.,ready,,existing_only
,localize,1,2,地域化する,,Doctors were able to localize the source of the pain.,ready,,existing_only
,maintain,1,2,(よい状態を)維持する,,It is hard to maintain a healthy routine.,ready,,existing_only
,majority,1,2,大多数 / 過半数,,The majority supported the proposal.,ready,,existing_only
,margin,1,2,差 / 余白,,The team won by a small margin.,ready,,existing_only
,mature,1,2,(十分に)成熟した,,He became more mature after the experience.,ready,,existing_only
,maximum,1,2,最大の,,The hall has a maximum capacity of 500.,ready,,existing_only
,measure,1,2,対策 / 測定基準,,The city took strict measures.,ready,,existing_only
,medical,1,2,医学の / 医療の,,He is seeking medical treatment abroad.,ready,,existing_only
,mental,1,2,精神の / 心の,,Regular breaks improve mental focus.,ready,,existing_only
,minor,1,2,些細な,,The car sustained only minor damage.,ready,,existing_only
,mutual,1,2,相互の / 互いの,,The two countries reached a mutual agreement.,ready,,existing_only
,narrow,1,2,狭い / 限定的な,,We crossed a narrow bridge.,ready,,existing_only
,necessary,1,2,(欠かせず)必要な,,A passport is necessary for this trip.,ready,,existing_only
,neglect,1,2,(義務を)怠る,,No child should suffer from neglect.,ready,,existing_only
,notable,1,2,(特に)注目すべき,,She made a notable contribution to the field.,ready,,existing_only
,observe,1,2,(注意して)観察する,,Researchers observed a change in behavior.,ready,,existing_only
,occur,1,2,起こる,,Such errors rarely occur.,ready,,existing_only
,obvious,1,2,(だれの目にも)明らかな,,The answer may seem obvious now.,ready,,existing_only
,ordinary,1,2,普通の / 平凡な,,It was just an ordinary day.,ready,,existing_only
,participate,1,2,(活動に)参加する,,Anyone can participate in the workshop.,ready,,existing_only
,particular,1,2,特定の / 特有の,,He showed particular interest in science.,ready,,existing_only
,perceive,1,2,(感覚や理解で)認識する,,Children perceive time differently from adults.,ready,,existing_only
,permanent,1,2,永続的な / 恒久的な,,The stain left permanent marks.,ready,,existing_only
,permit,1,2,(一般に)許可する,,The museum does not permit flash photography.,ready,,existing_only
,phase,1,2,段階 / 時期,,The project is now in its final phase.,ready,,existing_only
,physical,1,2,身体の / 物理的な,,Regular exercise improves physical strength.,ready,,existing_only
,policy,1,2,(政府や組織の)方針,,The company changed its hiring policy.,ready,,existing_only
,positive,1,2,前向きな / 肯定的な,,She tries to stay positive.,ready,,existing_only
,primary,1,2,主要な / 第一の,,Our primary concern is safety.,ready,,existing_only
,process,1,2,過程 / 処理,,Learning is a slow process.,ready,,existing_only
,professional,1,2,専門職の / 職業上の,,She gave me professional advice.,ready,,existing_only
,promote,1,2,(普及や成長を)促進する / 昇進させる,,The campaign promotes healthy eating.,ready,,existing_only
,prospect,1,2,見通し / 将来性,,The job offers good prospects.,ready,,existing_only
,protect,1,2,(危険から)守る,,Sunscreen helps protect your skin.,ready,,existing_only
,provide,1,2,(必要なものを)提供する,,The course provides practical training.,ready,,existing_only
,publish,1,2,(本や記事を)公表する,,The paper was published last month.,ready,,existing_only
,pursue,1,2,(目標を)追求する,,She decided to pursue a career in law.,ready,,existing_only
,recover,1,2,(失ったものを)回復する,,He recovered quickly after surgery.,ready,,existing_only
,reduce,1,2,(量を)減らす,,This change could reduce traffic noise.,ready,,existing_only
,regulate,1,2,(ルールで)規制する,,The government regulates food safety.,ready,,existing_only
,release,1,2,(製品や情報を)公開する / 解放する,,The studio released a new film.,ready,,existing_only
,rely,1,2,(人や助けに)頼る,,Many villages rely on well water.,ready,,existing_only
,remove,1,2,(その場から)取り除く,,Please remove your shoes at the door.,ready,,existing_only
,require,1,2,(条件として)必要とする,,The job requires patience and skill.,ready,,existing_only
,reserve,1,2,(あらかじめ)予約する / 予備として取っておく,,I reserved a table for six.,ready,,existing_only
,reveal,1,2,(隠れていたことを)明らかにする / 見せる,,The test revealed the problem.,ready,,existing_only
,agree on,2,2,(案や条件に)合意する,,They agreed on a new plan.,ready,,existing_only
,aim at,2,2,(目標として)目指す / 狙う,,The campaign aims at young voters.,ready,,existing_only
,appeal to,2,2,(感情に)訴えかける,,The ad appeals to young people.,ready,,existing_only
,approve of,2,2,(考えや行動に)賛成する,,I do not approve of that idea.,ready,,existing_only
,be based on,2,2,(事実や理論に)基づいている,,The film is based on a true story.,ready,,existing_only
,be composed of,2,2,(要素から)成り立っている,,The committee is composed of five members.,ready,,existing_only
,be concerned about,2,2,(問題を)心配している,,Parents are concerned about online safety.,ready,,existing_only
,be exposed to,2,2,(危険や影響に)さらされる,,Children are exposed to many ads.,ready,,existing_only
,be inclined to,2,2,(ある傾向に)なりがちである,,He is inclined to doubt new ideas.,ready,,existing_only
,be involved in,2,2,(事件や活動に)関わっている,,She was involved in the project.,ready,,existing_only
,break down,2,2,故障する / 分解する,,My car broke down yesterday.,ready,,existing_only
,build up,2,2,(時間をかけて)蓄積する,,Stress can build up over time.,ready,,existing_only
,call for,2,2,(状況が)必要とする,,The crisis calls for quick action.,ready,,existing_only
,carry out,2,2,(計画を)実行する,,The researchers carried out the experiment.,ready,,existing_only
,catch up with,2,2,(人や流れに)追いつく,,I ran to catch up with Ken.,ready,,existing_only
,come across,2,2,偶然出会う / ふと見つける,,I came across an old photo.,ready,,existing_only
,come up with,2,2,思いつく / 考え出す,,She came up with a good idea.,ready,,existing_only
,consist of,2,2,(要素から)成る,,The team consists of five members.,ready,,existing_only
,cope with,2,2,(問題や状況に)対処する,,She learned to cope with stress.,ready,,existing_only
,deal with,2,2,(問題を)扱う / 対処する,,He dealt with the complaint well.,ready,,existing_only
,depend on,2,2,(条件や人に)依存する,,Success depends on hard work.,ready,,existing_only
,differ from,2,2,(〜とは)異なる,,My view differs from yours.,ready,,existing_only
,distinguish A from B,2,2,AとBを区別する,,Can you distinguish fact from opinion?,ready,,existing_only
,draw attention to,2,2,注意を向ける / 問題提起する,,The report draws attention to rural poverty.,ready,,existing_only
,drop out of,2,2,(学校などを)中退する,,He dropped out of college.,ready,,existing_only
,engage in,2,2,(活動に)従事する,,Many students engage in volunteer work.,ready,,existing_only
,figure out,2,2,理解する / 解決する,,It took us hours to figure out the cause.,ready,,existing_only
,fill in,2,2,(用紙に)記入する,,Please fill in this form.,ready,,existing_only
,focus on,2,2,(一点に)集中する / 重点を置く,,The discussion focused on practical solutions.,ready,,existing_only
,gain access to,2,2,(情報や場所を)利用できるようになる,,Only staff can gain access to the room.,ready,,existing_only
,get rid of,2,2,(不要なものを)取り除いてなくす,,She finally got rid of the broken printer.,ready,,existing_only
,go through,2,2,経験する / ひと通り確認する,,She went through a hard time.,ready,,existing_only
,hold back,2,2,抑える / 引き止める,,Do not hold back your opinion.,ready,,existing_only
,in accordance with,2,2,(規則などに)従って,,The work was done in accordance with the rules.,ready,,existing_only
,in addition to,2,2,(〜に)加えて,,"In addition to English, he studies math.",ready,,existing_only
,in charge of,2,2,(仕事を)担当して,,She is in charge of sales.,ready,,existing_only
,in contrast to,2,2,(〜とは)対照的に,,"In contrast to his brother, he is quiet.",ready,,existing_only
,in favor of,2,2,(案などに)賛成して,,Most members are in favor of the plan.,ready,,existing_only
,in terms of,2,2,(〜の観点で),,The idea works well in terms of cost.,ready,,existing_only
,keep up with,2,2,(変化や人に)遅れずについていく,,Small firms struggle to keep up with rapid change.,ready,,existing_only
,lead to,2,2,(結果として)つながる,,Poor sleep can lead to mistakes.,ready,,existing_only
,look into,2,2,調べる / 検討する,,The police will look into the case.,ready,,existing_only
,make a difference,2,2,(結果に)変化をもたらす,,Small steps can make a difference.,ready,,existing_only
,make up for,2,2,(損失などを)埋め合わせる,,I worked late to make up for lost time.,ready,,existing_only
,object to,2,2,(提案などに)反対する,,Some people object to the change.,ready,,existing_only
,participate in,2,2,(活動や会合に)参加する,,Many students participate in the event.,ready,,existing_only
